line;code;canonical name;category;type;family code;family;sortkey?;autodetect?;exceptional?;script codes;other names;standard characters
4583;mza;Santa María Zacatepec Mixtec;Santa María Zacatepec Mixtec language;regular;omq-mxt;Mixtec;;;;Latn;;
4584;mzb;Northern Saharan Berber;Northern Saharan Berber language;regular;ber;Berber;;;;;Mozabite,Tumẓabt;
4585;mzc;Madagascar Sign Language;Madagascar Sign Language;regular;sgn;sign;;;;;;
4586;mzd;Malimba;Malimba language;regular;bnt-saw;Sawabantu;;;;;;
4587;mze;Morawa;Morawa language;regular;;;;;;;
4588;mzg;Monastic Sign Language;Monastic Sign Language;regular;sgn;sign;;;;;;
4589;mzh;Wichí Lhamtés Güisnay;Wichí Lhamtés Güisnay language;regular;sai-wic;Wichí;;;;Latn;;
4590;mzi;Ixcatlán Mazatec;Ixcatlán Mazatec language;regular;omq-maz;Mazatecan;;;;Latn;;
4591;mzj;Manya;Manya language;regular;dmn-mnk;Maninka;;;;;;
4592;mzk;Nigeria Mambila;Nigeria Mambila language;regular;nic-mmb;Mambiloid;;;;Latn;;
4593;mzl;Mazatlán Mixe;Mazatlán Mixe language;regular;;;;;;;
4594;mzm;Mumuye;Mumuye language;regular;alv-mum;Mumuye;;;;Latn;;
4595;mzn;Mazanderani;Mazanderani language;regular;ira-msh;Mazanderani-Shahmirzadi;;;;mzn-Arab;;
4596;mzo;Matipuhy;Matipuhy language;regular;sai-kui;Kuikuroan;;;;Latn;;
4597;mzp;Movima;Movima language;regular;qfa-iso;isolate;;;;;;
4598;mzq;Mori Atas;Mori Atas language;regular;poz-btk;Bungku-Tolaki;;;;;;
4599;mzr;Marúbo;Marúbo language;regular;sai-pan;Panoan;;;;Latn;;
4600;mzs;Macanese;Macanese language;regular;crp;creole or pidgin;sortkey;;;Latn;;
4601;mzt;Mintil;Mintil language;regular;mkh-asl;Aslian;;;;;;
4602;mzu;Inapang;Inapang language;regular;paa;Papuan;;;;Latn;;
4603;mzv;Manza;Manza language;regular;gba-eas;Eastern Gbaya;;;;;;
4604;mzw;Deg;Deg language;regular;nic-gnw;Western Gurunsi;;;;Latn;;
4605;mzx;Mawayana;Mawayana language;regular;awd;Arawakan;;;;;;
4606;mzy;Mozambican Sign Language;Mozambican Sign Language;regular;sgn;sign;;;;;;
4607;mzz;Maiadomu;Maiadomu language;regular;poz-ocw;Western Oceanic;;;;Latn;;
4608;na;Nauruan;Nauruan language;regular;poz-mic;Micronesian;;;;Latn;;
4609;naa;Namla;Namla language;regular;paa-pau;Pauwasi;;;;Latn;;
4610;nab;Nambikwara;Nambikwara language;regular;sai-nmk;Nambikwaran;;;;Latn;Nambiquara,Nambicuara,Nambikuara,Southern Nambikuára;
4611;nac;Narak;Narak language;regular;ngf;Trans-New Guinea;;;;Latn;;
4612;nae;Naka'ela;Naka'ela language;regular;poz;Malayo-Polynesian;;;;Latn;;
4613;naf;Nabak;Nabak language;regular;ngf;Trans-New Guinea;;;;Latn;;
4614;nag;Naga Pidgin;Naga Pidgin language;regular;crp;creole or pidgin;;;;Latn;Nagamese;
4615;nah;Nahuatl;Nahuatl language;regular;azc-nah;Nahuan;;;;Latn;;
4616;nai-ala;Alazapa;Alazapa language;regular;;;;exceptional;Latn;Alasapa,Pinto;
4617;nai-bay;Bayogoula;Bayogoula language;regular;;;;exceptional;Latn;Bayougoula,Bayou Goula,Ischenoca;
4618;nai-cal;Calusa;Calusa language;regular;;;;exceptional;Latn;;
4619;nai-chi;Chiquimulilla;Chiquimulilla language;regular;nai-xin;Xincan;;;exceptional;Latn;;
4620;nai-chu-pro;Proto-Chumash;Proto-Chumash language;reconstructed;nai-chu;Chumashan;;;exceptional;Latn;;
4621;nai-cig;Ciguayo;Ciguayo language;regular;;;;exceptional;Latn;;
4622;nai-ckn-pro;Proto-Chinookan;Proto-Chinookan language;reconstructed;nai-ckn;Chinookan;;;exceptional;Latn;;
4623;nai-guz;Guazacapán;Guazacapán language;regular;nai-xin;Xincan;;;exceptional;Latn;;
4624;nai-hit;Hitchiti;Hitchiti language;regular;nai-mus;Muskogean;;;exceptional;Latn;Atcik-hata,At-pasha-shliha;
4625;nai-ipa;Ipai;Ipai language;regular;nai-yuc;Yuman-Cochimí;;;exceptional;Latn;'Iipay 'aa,Northern Diegueño,Diegueño;
4626;nai-jtp;Jutiapa;Jutiapa language;regular;nai-xin;Xincan;;;exceptional;Latn;Xutiapa,Jalapa,Xalapa;
4627;nai-jum;Jumaytepeque;Jumaytepeque language;regular;nai-xin;Xincan;;;exceptional;Latn;;
4628;nai-kat;Kathlamet;Kathlamet language;regular;nai-ckn;Chinookan;;;exceptional;Latn;Kathlamet Chinook;
4629;nai-klp-pro;Proto-Kalapuyan;Proto-Kalapuyan language;reconstructed;nai-klp;Kalapuyan;;;exceptional;Latn;;
4630;nai-knm;Konomihu;Konomihu language;regular;nai-shs;Shastan;;;exceptional;Latn;;
4631;nai-kum;Kumeyaay;Kumeyaay language;regular;nai-yuc;Yuman-Cochimí;;;exceptional;Latn;Kumiai,Central Diegueño,Diegueño;
4632;nai-mac;Macoris;Macoris language;regular;;;;exceptional;Latn;;
4633;nai-mdu-pro;Proto-Maidun;Proto-Maidun language;reconstructed;nai-mdu;Maiduan;;;exceptional;Latn;;
4634;nai-miz-pro;Proto-Mixe-Zoque;Proto-Mixe-Zoque language;reconstructed;nai-miz;Mixe-Zoquean;;;exceptional;Latn;;
4635;nai-mus-pro;Proto-Muskogean;Proto-Muskogean language;reconstructed;nai-mus;Muskogean;;;exceptional;Latn;;
4636;nai-nao;Naolan;Naolan language;regular;;;;exceptional;Latn;;
4637;nai-nrs;New River Shasta;New River Shasta language;regular;nai-shs;Shastan;;;exceptional;Latn;;
4638;nai-okw;Okwanuchu;Okwanuchu language;regular;nai-shs;Shastan;;;exceptional;Latn;;
4639;nai-per;Pericú;Pericú language;regular;;;;exceptional;Latn;;
4640;nai-pic;Picuris;Picuris language;regular;nai-kta;Kiowa-Tanoan;;;exceptional;Latn;;
4641;nai-plp-pro;Proto-Plateau Penutian;Proto-Plateau Penutian language;reconstructed;nai-plp;Plateau Penutian;;;exceptional;Latn;;
4642;nai-pom-pro;Proto-Pomo;Proto-Pomo language;reconstructed;nai-pom;Pomoan;;;exceptional;Latn;;
4643;nai-qng;Quinigua;Quinigua language;regular;;;;exceptional;Latn;;
4644;nai-sca-pro;Proto-Siouan-Catawban;Proto-Siouan-Catawban language;reconstructed;nai-sca;Siouan-Catawban;;;exceptional;Latn;;
4645;nai-sin;Sinacantán;Sinacantán language;regular;nai-xin;Xincan;;;exceptional;Latn;;
4646;nai-sln;Salvadoran Lenca;Salvadoran Lenca language;regular;nai-len;Lencan;;;exceptional;Latn;;
4647;nai-spt;Sahaptin;Sahaptin language;regular;nai-shp;Sahaptian;;;exceptional;Latn;;
4648;nai-tap;Tapachultec;Tapachultec language;regular;nai-miz;Mixe-Zoquean;;;exceptional;Latn;Tapachulteca,Tapachulteco,Tapachula;
4649;nai-taw;Tawasa;Tawasa language;regular;;;;exceptional;Latn;;
4650;nai-teq;Tequistlatec;Tequistlatec language;regular;nai-tqn;Tequistlatecan;;;exceptional;Latn;Tequistlateco,Tequistlateca,Chontal,Chontol of Oaxaca,Oaxaca Chontal,Oaxacan Chontal;
4651;nai-tip;Tipai;Tipai language;regular;nai-yuc;Yuman-Cochimí;;;exceptional;Latn;Tipay,Tiipai,Tiipay,Jamul Tiipay,Southern Digueño,Diegueño;
4652;nai-tot-pro;Proto-Totozoquean;Proto-Totozoquean language;reconstructed;nai-tot;Totozoquean;;;exceptional;Latn;;
4653;nai-tsi-pro;Proto-Tsimshianic;Proto-Tsimshianic language;reconstructed;nai-tsi;Tsimshianic;;;exceptional;Latn;;
4654;nai-utn-pro;Proto-Utian;Proto-Utian language;reconstructed;nai-utn;Utian;;;exceptional;Latn;Proto-Miwok-Costanoan;
4655;nai-wai;Waikuri;Waikuri language;regular;;;;exceptional;Latn;;
4656;nai-wji;Western Jicaque;Western Jicaque language;regular;nai-jcq;Jicaquean;;;exceptional;Latn;Jicaque of El Palmar,Sula;
4657;nai-yup;Yupiltepeque;Yupiltepeque language;regular;nai-xin;Xincan;;;exceptional;Latn;;
4658;naj;Nalu;Nalu language;regular;alv-nal;Nalu;;;;Latn;;
4659;nak;Nakanai;Nakanai language;regular;poz-ocw;Western Oceanic;;;;Latn;;
4660;nal;Nalik;Nalik language;regular;poz-ocw;Western Oceanic;;;;Latn;;
4661;nam;Ngan'gityemerri;Ngan'gityemerri language;regular;aus-dal;Daly;;;;Latn;Ngan'gi,Nangikurrunggurr;
4662;nan;Min Nan;Min Nan language;regular;zhx-com;Coastal Min;sortkey;;;Hani,Hant,Hans,Latn,Bopo,Kana;;
4663;nan-dat;Datian Min;Datian Min language;regular;zhx-nan;Southern Min;sortkey;;exceptional;Hani,Hant,Hans;;
4664;nan-hbl;Hokkien;Hokkien language;regular;zhx-nan;Southern Min;sortkey;;exceptional;Hani,Hant,Hans,Latn,Bopo,Kana;;
4665;nan-hlh;Hailufeng Min;Hailufeng Min language;regular;zhx-nan;Southern Min;sortkey;;exceptional;Hani,Hant,Hans;;
4666;nan-hnm;Hainanese;Hainanese language;regular;zhx-nan;Southern Min;sortkey;;exceptional;Hani,Hant,Hans;;
4667;nan-lnx;Longyan Min;Longyan Min language;regular;zhx-nan;Southern Min;sortkey;;exceptional;Hani,Hant,Hans;;
4668;nan-luh;Leizhou Min;Leizhou Min language;regular;zhx-nan;Southern Min;sortkey;;exceptional;Hani,Hant,Hans;;
4669;nan-tws;Teochew;Teochew language;regular;zhx-nan;Southern Min;sortkey;;exceptional;Hani,Hant,Hans;;
4670;nan-zhe;Zhenan Min;Zhenan Min language;regular;zhx-nan;Southern Min;sortkey;;exceptional;Hani,Hant,Hans;;
4671;nan-zsh;Sanxiang Min;Sanxiang Min language;regular;zhx-nan;Southern Min;sortkey;;exceptional;Hani,Hant,Hans;;
4672;nao;Naaba;Naaba language;regular;sit-tib;Tibetic;;;;;Naapa,Nawa Sherpa;
4673;nap;Neapolitan;Neapolitan language;regular;roa-itd;Italo-Dalmatian;;;;Latn;;
4674;naq;Khoekhoe;Khoekhoe language;regular;khi-khk;Khoekhoe;;;;Latn;Nama,Hottentot,Khoekhoegowab,Damara,Namagowab;
4675;nar;Iguta;Iguta language;regular;nic-jer;Jera;;;;Latn;;
4676;nas;Nasioi;Nasioi language;regular;paa-sbo;South Bougainville;;;;Latn;Naasioi;
4677;nat;Hungworo;Hungworo language;regular;nic-kmk;Kamuku;;;;Latn;;
4678;naw;Nawuri;Nawuri language;regular;alv-gng;Guang;;;;Latn;;
4679;nax;Nakwi;Nakwi language;regular;qfa-mal;Left May;;;;Latn;;
4680;nay;Ngarrindjeri;Ngarrindjeri language;regular;aus-pam;Pama-Nyungan;;;;Latn;Yaraldi;
4681;naz;Coatepec Nahuatl;Coatepec Nahuatl language;regular;azc-nah;Nahuan;;;;Latn;;
4682;nb;Norwegian Bokmål;Norwegian Bokmål language;regular;gmq;North Germanic;sortkey;;;Latn;;standard characters
4683;nba;Nyemba;Nyemba language;regular;bnt-clu;Chokwe-Luchazi;;;;Latn;;
4684;nbb;Ndoe;Ndoe language;regular;nic-eko;Ekoid;;;;Latn;;
4685;nbc;Chang;Chang language;regular;sit-kch;Konyak-Chang;;;;Latn;;
4686;nbd;Ngbinda;Ngbinda language;regular;bnt-boa;Boan;;;;Latn;;
4687;nbe;Konyak Naga;Konyak Naga language;regular;sit-kch;Konyak-Chang;;;;Latn;;
4688;nbg;Nagarchal;Nagarchal language;regular;dra-gon;Gondi;;;;;;
4689;nbh;Ngamo;Ngamo language;regular;cdc-wst;West Chadic;;;;Latn;;
4690;nbi;Mao Naga;Mao Naga language;regular;tbq-anp;Angami-Pochuri;;;;Latn;;
4691;nbj;Ngarinman;Ngarinman language;regular;;;;;Latn;;
4692;nbk;Nake;Nake language;regular;ngf-mad;Madang;;;;Latn;;
4693;nbm;Ngbaka Ma'bo;Ngbaka Ma'bo language;regular;nic-nkm;Mbaka;;;;Latn;;
4694;nbn;Kuri;Kuri language;regular;poz;Malayo-Polynesian;;;;Latn;Nabi;
4695;nbo;Nkukoli;Nkukoli language;regular;nic-uce;East-West Upper Cross River;;;;Latn;;
4696;nbp;Nnam;Nnam language;regular;nic-eko;Ekoid;;;;Latn;;
4697;nbq;Nggem;Nggem language;regular;ngf;Trans-New Guinea;;;;Latn;;
4698;nbr;Numana;Numana language;regular;nic-nin;Ninzic;;;;Latn;Ningye,Numana-Nunku-Gbantu-Numbu;
4699;nbs;Namibian Sign Language;Namibian Sign Language;regular;sgn;sign;;;;Latn;;
4700;nbt;Na;Na language;regular;sit-tan;Tani;;;;Deva,Latn;Bangni;
4701;nbu;Rongmei Naga;Rongmei Naga language;regular;sit-zem;Zeme;;;;Latn;;
4702;nbv;Ngamambo;Ngamambo language;regular;nic-mom;Momo;;;;Latn;;
4703;nbw;Southern Ngbandi;Southern Ngbandi language;regular;nic-ngd;Ngbandi;;;;Latn;;
4704;nby;Ningera;Ningera language;regular;paa-brd;Border;;;;Latn;;
4705;nca;Iyo;Iyo language;regular;ngf-fin;Finisterre;;;;Latn;;
4706;ncb;Central Nicobarese;Central Nicobarese language;regular;aav-nic;Nicobarese;;;;Deva,Latn;Nancowry,Nankwari,Camorta,Kamorta,Katchal,Tehnu;
4707;ncc;Ponam;Ponam language;regular;poz-aay;Admiralty Islands;;;;Latn;;
4708;ncd;Nachering;Nachering language;regular;sit-kic;Central Kiranti;;;;Deva;;
4709;nce;Yale;Yale language;regular;paa;Papuan;;;;Latn;;
4710;ncf;Notsi;Notsi language;regular;poz-ocw;Western Oceanic;;;;Latn;;
4711;ncg;Nisga'a;Nisga'a language;regular;nai-tsi;Tsimshianic;;;;Latn;;
4712;nch;Central Huasteca Nahuatl;Central Huasteca Nahuatl language;regular;azc-nah;Nahuan;;;;Latn;;
4713;nci;Classical Nahuatl;Classical Nahuatl language;regular;azc-nah;Nahuan;;autodetect;;Latn;;
4714;ncj;Northern Puebla Nahuatl;Northern Puebla Nahuatl language;regular;azc-nah;Nahuan;;;;Latn;;
4715;nck;Nakara;Nakara language;regular;aus-arn;Arnhem;;;;Latn;;
4716;ncl;Michoacán Nahuatl;Michoacán Nahuatl language;regular;azc-nah;Nahuan;;;;Latn;;
4717;ncm;Nambo;Nambo language;regular;;;;;Latn;;
4718;ncn;Nauna;Nauna language;regular;poz-aay;Admiralty Islands;;;;Latn;;
4719;nco;Sibe;Sibe language;regular;paa-sbo;South Bougainville;;;;Latn;;
4720;ncr;Ncane;Ncane language;regular;nic-bbe;Eastern Beboid;;;;Latn;;
4721;ncs;Nicaraguan Sign Language;Nicaraguan Sign Language;regular;sgn;sign;;;;Sgnw;;
4722;nct;Chothe Naga;Chothe Naga language;regular;tbq-kuk;Kukish;;;;Beng,Latn;Chothe;
4723;ncu;Chumburung;Chumburung language;regular;alv-gng;Guang;;;;Latn;;
4724;ncx;Central Puebla Nahuatl;Central Puebla Nahuatl language;regular;azc-nah;Nahuan;;;;Latn;;
4725;ncz;Natchez;Natchez language;regular;;;;;Latn;;
4726;nd;Northern Ndebele;Northern Ndebele language;regular;bnt-ngu;Nguni;;autodetect;;Latn;;
4727;nda;Ndasa;Ndasa language;regular;bnt-kel;Kele;;;;Latn;;
4728;ndb;Kenswei Nsei;Kenswei Nsei language;regular;nic-rnn;Northern Ring;;;;Latn;;
4729;ndc;Ndau;Ndau language;regular;bnt-sho;Shona;;;;Latn;;
4730;ndd;Nde-Nsele-Nta;Nde-Nsele-Nta language;regular;nic-eko;Ekoid;;;;Latn;;
4731;ndf;Nadruvian;Nadruvian language;regular;;;;;Latn;;
4732;ndg;Ndengereko;Ndengereko language;regular;bnt-mbi;Mbinga;;;;Latn;;
4733;ndh;Ndali;Ndali language;regular;bnt-run;Rungwe;;;;Latn;;
4734;ndi;Chamba Leko;Chamba Leko language;regular;alv-lek;Leko;;;;Latn;Samba Leko,Samba Leeko;
4735;ndj;Ndamba;Ndamba language;regular;bnt-kil;Kilombero;;;;Latn;;
4736;ndk;Ndaka;Ndaka language;regular;bnt-nya;Nyali;;;;Latn;;
4737;ndl;Ndolo;Ndolo language;regular;bnt-zbi;Zamba-Binza;;;;Latn;;
4738;ndm;Ndam;Ndam language;regular;cdc-est;East Chadic;;;;Latn;;
4739;ndn;Ngundi;Ngundi language;regular;bnt-ngn;Ngondi-Ngiri;;;;Latn;;
4740;ndp;Ndo;Ndo language;regular;csu-mle;Mangbutu-Lese;;;;Latn;;
4741;ndq;Ndombe;Ndombe language;regular;bnt-swb;Southwest Bantu;;;;Latn;;
4742;ndr;Ndoola;Ndoola language;regular;nic-mmb;Mambiloid;;;;Latn;;
4743;nds;Low German;Low German language;regular;gmw-lgm;Low German;;;;Latn;;
4744;nds-de;German Low German;German Low German language;regular;gmw-lgm;Low German;;;exceptional;Latn;;
4745;nds-nl;Dutch Low Saxon;Dutch Low Saxon language;regular;gmw-lgm;Low German;;;exceptional;Latn;;
4746;ndt;Ndunga;Ndunga language;regular;nic-mbc;Mba;;;;Latn;;
4747;ndu;Dugun;Dugun language;regular;alv-dur;Duru;;;;Latn;;
4748;ndv;Ndut;Ndut language;regular;alv-cng;Cangin;;;;Latn;;
4749;ndw;Ndobo;Ndobo language;regular;bnt-ngn;Ngondi-Ngiri;;;;Latn;;
4750;ndx;Nduga;Nduga language;regular;;;;;Latn;;
4751;ndy;Lutos;Lutos language;regular;csu-val;Vale;;;;Latn;;
4752;ndz;Ndogo;Ndogo language;regular;nic-ser;Sere;;;;Latn;;
4753;ne;Nepali;Nepali language;regular;inc-pah;Pahari;;;;Deva,Newa;;
4754;nea;Eastern Ngad'a;Eastern Ngad'a language;regular;poz-cet;Central-Eastern Malayo-Polynesian;;;;;;
4755;neb;Toura;Toura language;regular;dmn-mda;Mano-Dan;;;;Latn;;
4756;nec;Nedebang;Nedebang language;regular;ngf;Trans-New Guinea;;;;;;
4757;ned;Nde-Gbite;Nde-Gbite language;regular;nic-grf;Grassfields;;;;;;
4758;nee;Kumak;Kumak language;regular;poz-cln;New Caledonian;;;;Latn;Nêlêmwa-Nixumwak,Nêlêmwa,Nixumwak,Nenema;
4759;nef;Nefamese;Nefamese language;regular;crp;creole or pidgin;;;;;;
4760;neg;Negidal;Negidal language;regular;tuw-ewe;Ewenic;;;;Cyrl;;
4761;neh;Nyenkha;Nyenkha language;regular;sit-ebo;East Bodish;sortkey;autodetect;;Tibt,Latn;Nyen,Henka,Mangsdekha,Phobjip,Mangdep,Mangde,Hen Kha,Henkha,Mandebi-kha,Nehan,Phobjikha,Chutobikha;
4762;nej;Neko;Neko language;regular;ngf-fin;Finisterre;;;;Latn;;
4763;nek;Neku;Neku language;regular;poz-cln;New Caledonian;;;;;;
4764;nem;Nemi;Nemi language;regular;poz-cln;New Caledonian;;;;Latn;;
4765;nen;Nengone;Nengone language;regular;poz-cln;New Caledonian;;;;Latn;;
4766;neo;Ná-Meo;Ná-Meo language;regular;hmn;Hmong;;;;;;
4767;neq;North Central Mixe;North Central Mixe language;regular;;;;;Latn;;
4768;ner;Yahadian;Yahadian language;regular;;;;;Latn;;
4769;nes;Bhoti Kinnauri;Bhoti Kinnauri language;regular;sit-las;Lahuli-Spiti;;;;;;
4770;net;Nete;Nete language;regular;paa-eng;Engan;;;;;;
4771;neu;Neo;Neo language;appendix-constructed;art;constructed;;;;Latn;;
4772;nev;Nyaheun;Nyaheun language;regular;mkh-ban;Bahnaric;;;;;;
4773;new;Newar;Newar language;regular;sit-new;Newaric;;;;Deva,Newa,Ranj;;
4774;nex;Neme;Neme language;regular;;;;;;;
4775;ney;Neyo;Neyo language;regular;kro;Kru;;;;;;
4776;nez;Nez Perce;Nez Perce language;regular;nai-shp;Sahaptian;;;;Latn;Nez Percé,Numipu;
4777;nfa;Dhao;Dhao language;regular;poz;Malayo-Polynesian;;;;;;
4778;nfd;Ahwai;Ahwai language;regular;nic-plt;Plateau;;;;Latn;;
4779;nfl;Aiwoo;Aiwoo language;regular;poz-tem;Temotu;;;;Latn;Äiwoo,Ayiwo;
4780;nfr;Nafaanra;Nafaanra language;regular;alv-snf;Senufo;;;;Latn;;
4781;nfu;Mfumte;Mfumte language;regular;nic-nka;Nkambe;;;;Latn;;
4782;ng;Ndonga;Ndonga language;regular;bnt-ova;Ovambo;;;;Latn;;
4783;nga;Ngbaka;Ngbaka language;regular;gba-eas;Eastern Gbaya;;;;Latn;Ngbaka Gbaya,Ngbaka Minagende;
4784;ngb;Northern Ngbandi;Northern Ngbandi language;regular;nic-ngd;Ngbandi;;;;Latn;;
4785;ngc;Ngombe (Congo);Ngombe (Congo) language;regular;bnt-bun;Buja-Ngombe;;;;;Ngombe (Democratic Republic of the Congo),Lingombe;
4786;ngd;Ngando (Central African Republic);Ngando (Central African Republic) language;regular;bnt-ngn;Ngondi-Ngiri;;;;;Bagandou,Ngando,Bangandou;
4787;nge;Ngemba;Ngemba language;regular;nic-nge;Ngemba;;;;Latn;;
4788;ngf-pro;Proto-Trans-New Guinea;Proto-Trans-New Guinea language;reconstructed;ngf;Trans-New Guinea;;;exceptional;Latn;;
4789;ngg;Ngbaka Manza;Ngbaka Manza language;regular;gba-eas;Eastern Gbaya;;;;Latn;;
4790;ngh;Nǀuu;Nǀuu language;regular;khi-tuu;Tuu;;;;Latn;Nǁng;
4791;ngi;Ngizim;Ngizim language;regular;cdc-wst;West Chadic;;;;Latn;;
4792;ngj;Ngie;Ngie language;regular;nic-mom;Momo;;;;Latn;;
4793;ngk;Ngalkbun;Ngalkbun language;regular;aus-gun;Gunwinyguan;;;;Latn;;
4794;ngl;Lomwe;Lomwe language;regular;bnt-mak;Makua;;;;Latn;;
4795;ngm;Ngatik Men's Creole;Ngatik Men's Creole language;regular;crp;creole or pidgin;;;;;Ngatikese,Ngatikese Pidgin,Ngatikese Creole;
4796;ngn;Ngwo;Ngwo language;regular;nic-mom;Momo;;;;Latn;;
4797;ngo;Ngoni;Ngoni language;regular;bnt-ngu;Nguni;;;;Latn;;
4798;ngp;Ngulu;Ngulu language;regular;bnt-seu;Seuta;;;;Latn;;
4799;ngq;Ngoreme;Ngoreme language;regular;bnt-lok;Logooli-Kuria;;;;Latn;;
4800;ngr;Nagu;Nagu language;regular;poz-tem;Temotu;;;;Latn;;
4801;ngs;Gvoko;Gvoko language;regular;cdc-cbm;Central Chadic;;;;Latn;;
4802;ngt;Ngeq;Ngeq language;regular;mkh-kat;Katuic;;;;;Kriang,Ngkriang;
4803;ngu;Guerrero Nahuatl;Guerrero Nahuatl language;regular;azc-nah;Nahuan;;;;Latn;;
4804;ngv;Nagumi;Nagumi language;regular;nic-jrn;Jarawan;;;;;;
4805;ngw;Ngwaba;Ngwaba language;regular;cdc-cbm;Central Chadic;;;;Latn;;
4806;ngx;Nggwahyi;Nggwahyi language;regular;cdc-cbm;Central Chadic;;;;Latn;;
4807;ngy;Tibea;Tibea language;regular;bnt-baf;Bafia;;;;Latn;;
4808;ngz;Ngungwel;Ngungwel language;regular;bnt-tkc;Central Teke;;;;Latn;;
4809;nha;Nhanda;Nhanda language;regular;aus-psw;Southwest Pama-Nyungan;;;;Latn;;
4810;nhb;Beng;Beng language;regular;dmn-nbe;Nwa-Beng;;;;Latn;;
4811;nhc;Tabasco Nahuatl;Tabasco Nahuatl language;regular;azc-nah;Nahuan;;;;Latn;;
4812;nhd;Chiripá;Chiripá language;regular;tup-gua;Tupi-Guarani;;;;;Ava Guarani,Chiripá Guarani,Nhandéva;
4813;nhe;Eastern Huasteca Nahuatl;Eastern Huasteca Nahuatl language;regular;azc-nah;Nahuan;;;;Latn;;
4814;nhf;Nhuwala;Nhuwala language;regular;aus-nga;Ngayarda;;;;Latn;;
4815;nhg;Tetelcingo Nahuatl;Tetelcingo Nahuatl language;regular;azc-nah;Nahuan;;;;Latn;;
4816;nhh;Nahari;Nahari language;regular;inc-eas;Eastern Indo-Aryan;;;;;;
4817;nhi;Zacatlán-Ahuacatlán-Tepetzintla Nahuatl;Zacatlán-Ahuacatlán-Tepetzintla Nahuatl language;regular;azc-nah;Nahuan;;;;Latn;;
4818;nhk;Cosoleacaque Nahuatl;Cosoleacaque Nahuatl language;regular;azc-nah;Nahuan;;;;Latn;Isthmus-Cosoleacaque Nahuatl,Cosoleacaque Isthmus Nahuatl;
4819;nhm;Morelos Nahuatl;Morelos Nahuatl language;regular;azc-nah;Nahuan;;;;Latn;;
4820;nhn;Central Nahuatl;Central Nahuatl language;regular;azc-nah;Nahuan;;;;Latn;;
4821;nho;Takuu;Takuu language;regular;poz-pnp;Nuclear Polynesian;;;;Latn;;
4822;nhp;Pajapan Nahuatl;Pajapan Nahuatl language;regular;azc-nah;Nahuan;;;;Latn;Isthmus-Pajapan Nahuatl,Pajapan Isthmus Nahuatl;
4823;nhq;Huaxcaleca Nahuatl;Huaxcaleca Nahuatl language;regular;azc-nah;Nahuan;;;;Latn;;
4824;nhr;Naro;Naro language;regular;khi-kal;Kalahari Khoe;;;;Latn;;
4825;nht;Ometepec Nahuatl;Ometepec Nahuatl language;regular;azc-nah;Nahuan;;;;Latn;;
4826;nhu;Noone;Noone language;regular;nic-bbe;Eastern Beboid;;;;Latn;;
4827;nhv;Temascaltepec Nahuatl;Temascaltepec Nahuatl language;regular;azc-nah;Nahuan;;;;Latn;;
4828;nhw;Western Huasteca Nahuatl;Western Huasteca Nahuatl language;regular;azc-nah;Nahuan;;;;Latn;;
4829;nhx;Mecayapan Nahuatl;Mecayapan Nahuatl language;regular;azc-nah;Nahuan;;;;Latn;Isthmus-Mecayapan Nahuatl,Mecayapan Isthmus Nahuatl;
4830;nhy;Northern Oaxaca Nahuatl;Northern Oaxaca Nahuatl language;regular;azc-nah;Nahuan;;;;Latn;;
4831;nhz;Santa María La Alta Nahuatl;Santa María La Alta Nahuatl language;regular;azc-nah;Nahuan;;;;Latn;;
4832;nia;Nias;Nias language;regular;poz-nws;Northwest Sumatran;;;;Latn;;
4833;nib;Nakame;Nakame language;regular;ngf-fin;Finisterre;;;;Latn;;
4834;nic-bco-pro;Proto-Benue-Congo;Proto-Benue-Congo language;reconstructed;nic-bco;Benue-Congo;;;exceptional;Latn;;
4835;nic-bod-pro;Proto-Bantoid;Proto-Bantoid language;reconstructed;nic-bod;Bantoid;;;exceptional;Latn;;
4836;nic-eov-pro;Proto-Eastern Oti-Volta;Proto-Eastern Oti-Volta language;reconstructed;nic-eov;Eastern Oti-Volta;;;exceptional;Latn;;
4837;nic-gns-pro;Proto-Gurunsi;Proto-Gurunsi language;reconstructed;nic-gns;Gurunsi;;;exceptional;Latn;;
4838;nic-grf-pro;Proto-Grassfields;Proto-Grassfields language;reconstructed;nic-grf;Grassfields;;;exceptional;Latn;;
4839;nic-gur-pro;Proto-Gur;Proto-Gur language;reconstructed;nic-gur;Gur;;;exceptional;Latn;;
4840;nic-jkn-pro;Proto-Jukunoid;Proto-Jukunoid language;reconstructed;nic-jkn;Jukunoid;;;exceptional;Latn;;
4841;nic-lcr-pro;Proto-Lower Cross River;Proto-Lower Cross River language;reconstructed;nic-lcr;Lower Cross River;;;exceptional;Latn;;
4842;nic-ogo-pro;Proto-Ogoni;Proto-Ogoni language;reconstructed;nic-ogo;Ogoni;;;exceptional;Latn;;
4843;nic-ovo-pro;Proto-Oti-Volta;Proto-Oti-Volta language;reconstructed;nic-ovo;Oti-Volta;;;exceptional;Latn;;
4844;nic-plt-pro;Proto-Plateau;Proto-Plateau language;reconstructed;nic-plt;Plateau;;;exceptional;Latn;;
4845;nic-pro;Proto-Niger-Congo;Proto-Niger-Congo language;reconstructed;nic;Niger-Congo;;;exceptional;Latn;;
