line;code;canonical name;category;type;family code;family;sortkey?;autodetect?;exceptional?;script codes;other names;standard characters
5793;rif;Tarifit;Tarifit language;regular;ber;Berber;;;;Latn,Tfng,Arab;Rifain;standard characters
5794;ril;Riang;Riang language;regular;mkh-pal;Palaungic;;;;;;
5795;rim;Nyaturu;Nyaturu language;regular;bnt-tkm;Takama;;;;Latn;;
5796;rin;Nungu;Nungu language;regular;nic-nin;Ninzic;;;;Latn;;
5797;rir;Ribun;Ribun language;regular;day;Land Dayak;;;;Latn;;
5798;rit;Ritarungo;Ritarungo language;regular;aus-yol;Yolngu;;;;Latn;Ritharrŋu,Ritharngu;
5799;riu;Riung;Riung language;regular;poz-cet;Central-Eastern Malayo-Polynesian;;;;Latn;;
5800;rjg;Rajong;Rajong language;regular;poz-cet;Central-Eastern Malayo-Polynesian;;;;Latn;;
5801;rji;Raji;Raji language;regular;sit-gma;Greater Magaric;;;;;;
5802;rjs;Rajbanshi;Rajbanshi language;regular;inc-eas;Eastern Indo-Aryan;;;;Deva;;
5803;rka;Kraol;Kraol language;regular;mkh-ban;Bahnaric;;;;Khmr;;
5804;rkb;Rikbaktsa;Rikbaktsa language;regular;sai-mje;Macro-Jê;;;;Latn;Erikbatsa,Aripaktsa,Erikpatsa;
5805;rkh;Rakahanga-Manihiki;Rakahanga-Manihiki language;regular;poz-pep;Eastern Polynesian;;;;Latn;;
5806;rki;Rakhine;Rakhine language;regular;tbq-brm;Burmish;;;;Mymr;;
5807;rkm;Marka;Marka language;regular;dmn-wmn;West Manding;;;;Latn;;
5808;rkt;Kamta;Kamta language;regular;inc-eas;Eastern Indo-Aryan;;;;as-Beng,Latn;Rangpuri;
5809;rkw;Arakwal;Arakwal language;regular;aus-pam;Pama-Nyungan;;;;Latn;;
5810;rm;Romansch;Romansch language;regular;roa-rhe;Rhaeto-Romance;sortkey;;;Latn;;
5811;rma;Rama;Rama language;regular;cba;Chibchan;;;;;;
5812;rmb;Rembarunga;Rembarunga language;regular;aus-gun;Gunwinyguan;;;;Latn;;
5813;rmc;Carpathian Romani;Carpathian Romani language;regular;inc-rom;Romani;;;;Latn;;
5814;rmd;Traveller Danish;Traveller Danish language;regular;qfa-mix;mixed;;;;Latn;;
5815;rme;Angloromani;Angloromani language;regular;qfa-mix;mixed;;;;Latn;;
5816;rmf;Kalo Finnish Romani;Kalo Finnish Romani language;regular;inc-rom;Romani;;;;Latn;;
5817;rmg;Traveller Norwegian;Traveller Norwegian language;regular;qfa-mix;mixed;;;;Latn;;
5818;rmh;Murkim;Murkim language;regular;paa-pau;Pauwasi;;;;;;
5819;rmi;Lomavren;Lomavren language;regular;qfa-mix;mixed;;;;Latn,Armn;;
5820;rmk;Romkun;Romkun language;regular;paa;Papuan;;;;Latn;;
5821;rml;Baltic Romani;Baltic Romani language;regular;inc-rom;Romani;;;;Latn;;
5822;rmm;Roma;Roma language;regular;;;;;;;
5823;rmn;Balkan Romani;Balkan Romani language;regular;inc-rom;Romani;;;;Latn;;
5824;rmo;Sinte Romani;Sinte Romani language;regular;inc-rom;Romani;;;;Latn;Sinti Romani,Sinti-Manouche,Sinti,Sintitikes,Manouche;
5825;rmp;Rempi;Rempi language;regular;ngf-mad;Madang;;;;;;
5826;rmq;Caló;Caló language;regular;qfa-mix;mixed;;;;Latn;;
5827;rms;Romanian Sign Language;Romanian Sign Language;regular;sgn;sign;;;;;;
5828;rmt;Domari;Domari language;regular;inc-cen;Central Indo-Aryan;;;;;;
5829;rmu;Tavringer Romani;Tavringer Romani language;regular;qfa-mix;mixed;;;;Latn;;
5830;rmv;Romanova;Romanova language;appendix-constructed;art;constructed;;;;;;
5831;rmw;Welsh Romani;Welsh Romani language;regular;inc-rom;Romani;;;;Latn;Welsh Romany,Kååle;
5832;rmx;Romam;Romam language;regular;mkh;Mon-Khmer;;;;;;
5833;rmy;Vlax Romani;Vlax Romani language;regular;inc-rom;Romani;;;;Latn;;
5834;rmz;Marma;Marma language;regular;tbq-brm;Burmish;;;;Mymr;;
5835;rnd;Ruwund;Ruwund language;regular;bnt-lun;Lunda;;;;;;
5836;rng;Ronga;Ronga language;regular;bnt-tsr;Tswa-Ronga;;;;Latn;Xironga;
5837;rnl;Ranglong;Ranglong language;regular;;;;;;;
5838;rnn;Roon;Roon language;regular;poz-hce;Halmahera-Cenderawasih;;;;;;
5839;rnp;Rongpo;Rongpo language;regular;sit-whm;West Himalayish;;;;;;
5840;rnw;Rungwa;Rungwa language;regular;bnt-mwi;Mwika;;;;Latn;;
5841;ro;Romanian;Romanian language;regular;roa-eas;Eastern Romance;sortkey;;;Latn,Cyrl,Cyrs;;standard characters
5842;roa-ang;Angevin;Angevin language;regular;roa-oil;Oïl;sortkey;;exceptional;Latn;Craonnais,Baugeois,Saumurois;
5843;roa-bbn;Bourbonnais-Berrichon;Bourbonnais-Berrichon language;regular;roa-oil;Oïl;sortkey;;exceptional;Latn;Bourbonnais,Berrichon,Moulins,Allier,Nivernais,Haut-Berrichon,Bas-Berrichon;
5844;roa-brg;Bourguignon;Bourguignon language;regular;roa-oil;Oïl;sortkey;;exceptional;Latn;Burgundian,Bregognon,Dijonnais,Morvandiau,Morvandeau,Morvan,Bourguignon-Morvandiau,Mâconnais,Brionnais,Brionnais-Charolais,Auxerrois,Beaunois,Langrois,Valsaônois,Verduno-Chalonnais,Sédelocien;
5845;roa-cha;Champenois;Champenois language;regular;roa-oil;Oïl;sortkey;;exceptional;Latn;Bassignot,Langrois,Sennonais,Vallage,Troyen,Briard,Der,Perthois,Rémois,Argonnais,Porcien,Ardennais,Sugny;
5846;roa-fcm;Franc-Comtois;Franc-Comtois language;regular;roa-oil;Oïl;sortkey;;exceptional;Latn;Frainc-Comtou,Comtois,Jurassien,Ajoulot,Vâdais,Taignon,Bisontin,Bousbot;
5847;roa-gal;Gallo;Gallo language;regular;roa-oil;Oïl;sortkey;;exceptional;Latn;;
5848;roa-gib;Gallo-Italic of Basilicata;Gallo-Italic of Basilicata language;regular;roa-git;Gallo-Italic;;;exceptional;Latn;;
5849;roa-gis;Gallo-Italic of Sicily;Gallo-Italic of Sicily language;regular;roa-git;Gallo-Italic;;;exceptional;Latn;;
5850;roa-leo;Leonese;Leonese language;regular;roa-ibe;West Iberian;;;exceptional;Latn;;
5851;roa-lor;Lorrain;Lorrain language;regular;roa-oil;Oïl;sortkey;;exceptional;Latn;Gaumais,Vosgien,Welche,Argonnais,Longovicien,Messin,Nancéien,Spinalien,Déodatien;
5852;roa-oan;Navarro-Aragonese;Navarro-Aragonese language;regular;roa-ibe;West Iberian;;;exceptional;Latn;;
5853;roa-oca;Old Catalan;Old Catalan language;regular;roa-ocr;Occitano-Romance;sortkey;;exceptional;Latn;;
5854;roa-ole;Old Leonese;Old Leonese language;regular;roa-ibe;West Iberian;;;exceptional;Latn;;
5855;roa-opt;Old Galician-Portuguese;Old Galician-Portuguese language;regular;roa-ibe;West Iberian;;autodetect;exceptional;Latn;;
5856;roa-orl;Orléanais;Orléanais language;regular;roa-oil;Oïl;sortkey;;exceptional;Latn;Beauceron,Solognot,Gâtinais,Blaisois,Vendômois;
5857;roa-poi;Poitevin-Saintongeais;Poitevin-Saintongeais language;regular;roa-oil;Oïl;sortkey;;exceptional;Latn;Poitevin,Saintongeais,Maraîchin;
5858;roa-tar;Tarantino;Tarantino language;regular;roa-itd;Italo-Dalmatian;;;exceptional;Latn;;
5859;rob;Tae';Tae' language;regular;poz-ssw;South Sulawesi;;;;Latn;;
5860;roc;Cacgia Roglai;Cacgia Roglai language;regular;;;;;;;
5861;rod;Rogo;Rogo language;regular;nic-kmk;Kamuku;;;;;;
5862;roe;Ronji;Ronji language;regular;poz-ocw;Western Oceanic;;;;;;
5863;rof;Rombo;Rombo language;regular;bnt-chg;Chaga;;;;Latn;;
5864;rog;Northern Roglai;Northern Roglai language;regular;cmc;Chamic;;;;Latn;;
5865;rol;Romblomanon;Romblomanon language;regular;phi;Philippine;;;;;;
5866;rom;Romani;Romani language;regular;inc-rom;Romani;;;;Latn,Cyrl;;
5867;roo;Rotokas;Rotokas language;regular;paa-nbo;North Bougainville;;;;Latn;;
5868;rop;Australian Kriol;Australian Kriol language;regular;crp;creole or pidgin;;;;Latn;Kriol;
5869;ror;Rongga;Rongga language;regular;;;;;;;
5870;rou;Runga;Runga language;regular;;;;;;;
5871;row;Dela-Oenale;Dela-Oenale language;regular;poz-tim;Timoric;;;;;;
5872;rpn;Repanbitip;Repanbitip language;regular;poz-vnc;Central Vanuatu;;;;Latn;;
5873;rpt;Rapting;Rapting language;regular;ngf-mad;Madang;;;;;;
5874;rri;Ririo;Ririo language;regular;poz-ocw;Western Oceanic;;;;;;
5875;rro;Roro;Roro language;regular;poz-ocw;Western Oceanic;;;;Latn;;
5876;rrt;Arritinngithigh;Arritinngithigh language;regular;;;;;Latn;;
5877;rsb;Romano-Serbian;Romano-Serbian language;regular;qfa-mix;mixed;;;;Latn;;
5878;rsk;Pannonian Rusyn;Pannonian Rusyn language;regular;zlw;West Slavic;;;;Cyrl;;
5879;rsl;Russian Sign Language;Russian Sign Language;regular;sgn;sign;;;;;;
5880;rsm;Miriwoong Sign Language;Miriwoong Sign Language;regular;sgn;sign;;;;;;
5881;rtc;Rungtu;Rungtu language;regular;tbq-kuk;Kukish;;;;;Rungtu Chin,Thaungtha;
5882;rth;Ratahan;Ratahan language;regular;phi;Philippine;;;;Latn;;
5883;rtm;Rotuman;Rotuman language;regular;poz-pcc;Central Pacific;;;;Latn;;
5884;rtw;Rathawi;Rathawi language;regular;inc-bhi;Bhil;;;;;;
5885;ru;Russian;Russian language;regular;zle;East Slavic;sortkey;autodetect;;Cyrl,Brai;;standard characters
5886;rub;Gungu;Gungu language;regular;bnt-glb;Great Lakes Bantu;;;;;;
5887;ruc;Ruuli;Ruuli language;regular;bnt-nyg;Nyoro-Ganda;;;;;;
5888;rue;Carpathian Rusyn;Carpathian Rusyn language;regular;zle;East Slavic;sortkey;autodetect;;Cyrl;;
5889;ruf;Luguru;Luguru language;regular;bnt-ruv;Ruvu;;;;Latn;;
5890;rug;Roviana;Roviana language;regular;poz-ocw;Western Oceanic;;;;Latn;;
5891;ruh;Ruga;Ruga language;regular;;;;;;;
5892;rui;Rufiji;Rufiji language;regular;bnt-mbi;Mbinga;;;;;;
5893;ruk;Che;Che language;regular;nic-nin;Ninzic;;;;;;
5894;ruo;Istro-Romanian;Istro-Romanian language;regular;roa-eas;Eastern Romance;;;;Latn;;
5895;rup;Aromanian;Aromanian language;regular;roa-eas;Eastern Romance;;;;Latn,Grek;;
5896;ruq;Megleno-Romanian;Megleno-Romanian language;regular;roa-eas;Eastern Romance;;;;Latn;;
5897;rut;Rutul;Rutul language;regular;cau-wsm;Western Samur;;autodetect;;Cyrl,Latn;;
5898;ruu;Lanas Lobu;Lanas Lobu language;regular;;;;;;;
5899;ruy;Mala (Nigeria);Mala (Nigeria) language;regular;nic-kau;Kauru;;;;;Mala;
5900;ruz;Ruma;Ruma language;regular;nic-kau;Kauru;;;;;;
5901;rw;Rwanda-Rundi;Rwanda-Rundi language;regular;bnt-glb;Great Lakes Bantu;;autodetect;;Latn;;
5902;rwa;Rawo;Rawo language;regular;;;;;;;
5903;rwk;Rwa;Rwa language;regular;bnt-chg;Chaga;;;;;;
5904;rwm;Amba;Amba language;regular;bnt-kbi;Komo-Bira;;;;Latn;;
5905;rwo;Rawa;Rawa language;regular;ngf-fin;Finisterre;;;;Latn;;
5906;rxd;Ngardi;Ngardi language;regular;;;;;;;
5907;rxw;Karuwali;Karuwali language;regular;;;;;;;
5908;ryn;Northern Amami-Oshima;Northern Amami-Oshima language;regular;jpx-ryu;Ryukyuan;sortkey;;;Jpan;;
5909;rys;Yaeyama;Yaeyama language;regular;jpx-ryu;Ryukyuan;sortkey;;;Jpan;;
5910;ryu;Okinawan;Okinawan language;regular;jpx-ryu;Ryukyuan;sortkey;;;Jpan;;
5911;rzh;Razihi;Razihi language;regular;sem-osa;Old South Arabian;;;;Arab;Rāziḥī,Jabal Razih;
5912;sa;Sanskrit;Sanskrit language;regular;inc;Indo-Aryan;sortkey;autodetect;;as-Beng,Bali,Beng,Bhks,Brah,Mymr,xwo-Mong,Deva,Gujr,Guru,Gran,Hani,Java,Kthi,Knda,Kawi,Khar,Khmr,Laoo,Mlym,mnc-Mong,Marc,Modi,Mong,Nand,Newa,Orya,Phag,Ranj,Saur,Shrd,Sidd,Sinh,Soyo,Lana,Takr,Taml,Tang,Telu,Thai,Tibt,Tutg,Tirh,Zanb;;
5913;saa;Saba;Saba language;regular;cdc-est;East Chadic;;;;Latn;;
5914;sab;Buglere;Buglere language;regular;cba;Chibchan;;;;Latn;;
5915;sac;Fox;Fox language;regular;alg-sfk;Sac-Fox-Kickapoo;;;;Latn;;
5916;sad;Sandawe;Sandawe language;regular;qfa-iso;isolate;;;;Latn;;
5917;sae;Sabanê;Sabanê language;regular;sai-nmk;Nambikwaran;;;;Latn;;
5918;saf;Safaliba;Safaliba language;regular;nic-mre;Moré;;;;Latn;;
5919;sah;Yakut;Yakut language;regular;trk-nsb;North Siberian Turkic;;;;Cyrl;;
5920;sai-ajg;Ajagua;Ajagua language;regular;;;;exceptional;Latn;;
5921;sai-all;Allentiac;Allentiac language;regular;sai-hrp;Huarpean;;;exceptional;Latn;Alyentiyak,Huarpe,Warpe;
5922;sai-and;Andoquero;Andoquero language;regular;sai-wit;Witotoan;;;exceptional;Latn;Miranya,Miranha,Miranha Carapana-Tapuya,Miraña-Carapana-Tapuyo,Andokero,Miranya-Karapana-Tapuyo,Miraña,Carapana;
5923;sai-ayo;Ayomán;Ayomán language;regular;sai-jir;Jirajaran;;;exceptional;Latn;;
5924;sai-bae;Baenan;Baenan language;regular;;;;exceptional;Latn;;
5925;sai-bag;Bagua;Bagua language;regular;;;;exceptional;Latn;Patagón de Bagua;
5926;sai-bet;Betoi;Betoi language;regular;qfa-iso;isolate;;;exceptional;Latn;Betoy,Betoya,Betoye,Betoi-Jirara,Jirara;
5927;sai-bor-pro;Proto-Boran;Proto-Boran language;regular;sai-bor;Boran;;;exceptional;Latn;Proto-Bora-Muinane,Proto-Bora-Muiname;
5928;sai-cac;Cacán;Cacán language;regular;;;;exceptional;Latn;Kakán,Diaguita,Cacan,Kakan,Calchaquí,Chaka,Kaka,Kaká,Caca,Caca-Diaguita,Catamarcano,Capayán,Capayana,Yacampis;
5929;sai-caq;Caranqui;Caranqui language;regular;sai-bar;Barbacoan;;;exceptional;Latn;Cara,Kara;
5930;sai-car-pro;Proto-Cariban;Proto-Cariban language;reconstructed;sai-car;Cariban;;;exceptional;Latn;;
5931;sai-cat;Catacao;Catacao language;regular;sai-ctc;Catacaoan;;;exceptional;Latn;;
5932;sai-cer-pro;Proto-Cerrado;Proto-Cerrado language;reconstructed;sai-cer;Cerrado;;;exceptional;Latn;Proto-Amazonian Jê;
5933;sai-chi;Chirino;Chirino language;regular;;;;exceptional;Latn;;
5934;sai-chn;Chaná;Chaná language;regular;sai-crn;Charruan;;;exceptional;Latn;;
5935;sai-chp;Chapacura;Chapacura language;regular;sai-cpc;Chapacuran;;;exceptional;Latn;;
5936;sai-chr;Charrua;Charrua language;regular;sai-crn;Charruan;;;exceptional;Latn;;
5937;sai-chu;Churuya;Churuya language;regular;sai-guh;Guahiban;;;exceptional;Latn;;
5938;sai-cje-pro;Proto-Central Jê;Proto-Central Jê language;reconstructed;sai-cje;Central Jê;;;exceptional;Latn;Proto-Akuwẽ;
5939;sai-cmg;Comechingon;Comechingon language;regular;;;;exceptional;Latn;;
5940;sai-cno;Chono;Chono language;regular;;;;exceptional;Latn;Chonos,Caucau;
5941;sai-cnr;Cañari;Cañari language;regular;;;;exceptional;Latn;;
5942;sai-coe;Coeruna;Coeruna language;regular;sai-wit;Witotoan;;;exceptional;Latn;;
5943;sai-col;Colán;Colán language;regular;sai-ctc;Catacaoan;;;exceptional;Latn;;
5944;sai-cop;Copallén;Copallén language;regular;;;;exceptional;Latn;;
5945;sai-crd;Coroado Puri;Coroado Puri language;regular;sai-mje;Macro-Jê;;;exceptional;Latn;Coroado;
5946;sai-ctq;Catuquinaru;Catuquinaru language;regular;;;;exceptional;Latn;;
5947;sai-cul;Culli;Culli language;regular;;;;exceptional;Latn;Culle,Kulyi,Ilinga,Linga;
5948;sai-cva;Cueva;Cueva language;regular;;;;exceptional;Latn;;
5949;sai-esm;Esmeralda;Esmeralda language;regular;;;;exceptional;Latn;Esmeraldeño,Atacame,Takame;
5950;sai-ewa;Ewarhuyana;Ewarhuyana language;regular;;;;exceptional;Latn;;
5951;sai-gam;Gamela;Gamela language;regular;;;;exceptional;Latn;;
5952;sai-gay;Gayón;Gayón language;regular;sai-jir;Jirajaran;;;exceptional;Latn;;
5953;sai-gmo;Guamo;Guamo language;regular;;;;exceptional;Latn;Wamo,Santa Rosa,San Jose,Barinas,Guamotey,Guama;
5954;sai-gue;Güenoa;Güenoa language;regular;sai-crn;Charruan;;;exceptional;Latn;;
5955;sai-hau;Haush;Haush language;regular;sai-cho;Chonan;;;exceptional;Latn;Manek'enk;
5956;sai-jee-pro;Proto-Jê;Proto-Jê language;reconstructed;sai-jee;Jê;;;exceptional;Latn;Proto-Gê,Proto-Jean,Proto-Gean,Proto-Jê-Kaingang,Proto-Ye;
5957;sai-jko;Jeikó;Jeikó language;regular;sai-mje;Macro-Jê;;;exceptional;Latn;;
5958;sai-jrj;Jirajara;Jirajara language;regular;sai-jir;Jirajaran;;;exceptional;Latn;;
5959;sai-kat;Katembri;Katembri language;regular;;;;exceptional;Latn;Catrimbi,Catembri,Kariri de Mirandela,Mirandela,Kariri,Kiriri;
5960;sai-mal;Malalí;Malalí language;regular;;;;exceptional;Latn;;
5961;sai-mar;Maratino;Maratino language;regular;;;;exceptional;Latn;;
5962;sai-mat;Matanawi;Matanawi language;regular;;;;exceptional;Latn;Matanauí,Matanaui,Matanawü,Mitandua,Moutoniway;
5963;sai-mcn;Mocana;Mocana language;regular;;;;exceptional;Latn;;
5964;sai-men;Menien;Menien language;regular;sai-mje;Macro-Jê;;;exceptional;Latn;;
5965;sai-mil;Millcayac;Millcayac language;regular;sai-hrp;Huarpean;;;exceptional;Latn;Milykayak,Huarpe,Warpe;
5966;sai-mlb;Malibu;Malibu language;regular;;;;exceptional;Latn;;
5967;sai-msk;Masakará;Masakará language;regular;sai-mje;Macro-Jê;;;exceptional;Latn;;
5968;sai-muc;Mucuchí;Mucuchí language;regular;;;;exceptional;Latn;Mucuchi,Mokochi,Mocochí,Mirripú,Maripú,Mucuchí-Maripú;
5969;sai-mue;Muellama;Muellama language;regular;sai-bar;Barbacoan;;;exceptional;Latn;;
5970;sai-muz;Muzo;Muzo language;regular;;;;exceptional;Latn;;
5971;sai-mys;Maynas;Maynas language;regular;;;;exceptional;Latn;Mayna,Maina,Rimachu;
5972;sai-nat;Natú;Natú language;regular;;;;exceptional;Latn;Natu,Peagaxinan;
5973;sai-nje-pro;Proto-Northern Jê;Proto-Northern Jê language;reconstructed;sai-nje;Northern Jê;;;exceptional;Latn;Proto-Core Jê;
5974;sai-opo;Opón;Opón language;regular;sai-car;Cariban;;;exceptional;Latn;Opon,Opón-Karare,Opón-Carare,Carare,Carare-Opón;
5975;sai-oto;Otomaco;Otomaco language;regular;sai-otm;Otomacoan;;;exceptional;Latn;;
5976;sai-pal;Palta;Palta language;regular;;;;exceptional;Latn;;
5977;sai-pam;Pamigua;Pamigua language;regular;sai-otm;Otomacoan;;;exceptional;Latn;;
5978;sai-par;Paratió;Paratió language;regular;;;;exceptional;Latn;;
5979;sai-pnz;Panzaleo;Panzaleo language;regular;;;;exceptional;Latn;;
5980;sai-prh;Puruhá;Puruhá language;regular;;;;exceptional;Latn;;
5981;sai-ptg;Patagón;Patagón language;regular;;;;exceptional;Latn;Patagón de Perico;
5982;sai-pur;Purukotó;Purukotó language;regular;sai-pem;Pemongan;;;exceptional;Latn;;
5983;sai-pyg;Payaguá;Payaguá language;regular;sai-guc;Guaicuruan;;;exceptional;Latn;;
5984;sai-pyk;Pykobjê;Pykobjê language;regular;sai-nje;Northern Jê;;;exceptional;Latn;;
5985;sai-qmb;Quimbaya;Quimbaya language;regular;;;;exceptional;Latn;Kimbaya,Quindío,Quindio,Quindo;
5986;sai-qtm;Quitemo;Quitemo language;regular;sai-cpc;Chapacuran;;;exceptional;Latn;;
5987;sai-rab;Rabona;Rabona language;regular;;;;exceptional;Latn;;
5988;sai-ram;Ramanos;Ramanos language;regular;;;;exceptional;Latn;;
5989;sai-sac;Sácata;Sácata language;regular;;;;exceptional;Latn;Sacata,Zácata,Chillao;
5990;sai-san;Sanaviron;Sanaviron language;regular;;;;exceptional;Latn;;
5991;sai-sap;Sapará;Sapará language;regular;sai-car;Cariban;;;exceptional;Latn;;
5992;sai-sec;Sechura;Sechura language;regular;;;;exceptional;Latn;Sek,Sec;
5993;sai-sin;Sinúfana;Sinúfana language;regular;;;;exceptional;Latn;Cenúfana,Zenúfana,Cinifaná,Sinufana,Sinú,Cenú,Zenú,Finzenú,Fincenú,Pancenú,Sutagao;
5994;sai-sje-pro;Proto-Southern Jê;Proto-Southern Jê language;reconstructed;sai-sje;Southern Jê;;;exceptional;Latn;;
5995;sai-tab;Tabancale;Tabancale language;regular;;;;exceptional;Latn;Aconipa;
5996;sai-tal;Tallán;Tallán language;regular;;;;exceptional;Latn;Atalán,Tallan,Tallanca,Atalan,Sek;
5997;sai-tap;Tapayuna;Tapayuna language;regular;sai-nje;Northern Jê;;;exceptional;Latn;Tapayúna,Kajkwakhrattxi;
5998;sai-tar-pro;Proto-Taranoan;Proto-Taranoan language;reconstructed;sai-tar;Taranoan;;;exceptional;Latn;;
5999;sai-teu;Teushen;Teushen language;regular;;;;exceptional;Latn;;
6000;sai-tim;Timote;Timote language;regular;;;;exceptional;Latn;Cuica,Timote-Cuica;
6001;sai-tpr;Taparita;Taparita language;regular;sai-otm;Otomacoan;;;exceptional;Latn;;
6002;sai-trr;Tarairiú;Tarairiú language;regular;;;;exceptional;Latn;Caratiú;
6003;sai-wai;Waitaká;Waitaká language;regular;;;;exceptional;Latn;;
6004;sai-way;Wayumará;Wayumará language;regular;sai-car;Cariban;;;exceptional;Latn;;
6005;sai-wit-pro;Proto-Witotoan;Proto-Witotoan language;reconstructed;sai-wit;Witotoan;;;exceptional;Latn;Proto-Huitotoan,Proto-Uitotoan;
6006;sai-wnm;Wanham;Wanham language;regular;sai-cpc;Chapacuran;;;exceptional;Latn;Wañam,Wanyam,Huanyam,Uanham,Abitana;
6007;sai-xoc;Xocó;Xocó language;regular;;;;exceptional;Latn;Xoco,Chocó,Shokó,Shoko,Shocó,Shoco,Choco,Chocaz,Kariri-Xocó,Kariri-Xoco,Kariri-Shoko,Cariri-Chocó,Xukuru-Kariri,Xucuru-Kariri,Xucuru-Cariri,Xukurú-Kirirí;
6008;sai-yao;Yao (South America);Yao (South America) language;regular;sai-ven;Venezuelan Cariban;;;exceptional;Latn;;
6009;sai-yar;Yarumá;Yarumá language;regular;sai-pek;Pekodian;;;exceptional;Latn;;
6010;sai-yri;Yuri;Yuri language;regular;sai-tyu;Ticuna-Yuri;;;exceptional;Latn;;
6011;sai-yup;Yupua;Yupua language;regular;sai-tuc;Tucanoan;;;exceptional;Latn;Yupuá,Yupúa,Jupua,Jupuá,Jupúa,Hiupiá,Yupuá-Duriña,Duriña;
6012;sai-yur;Yurumanguí;Yurumanguí language;regular;;;;exceptional;Latn;;
6013;saj;Sahu;Sahu language;regular;paa-nha;North Halmahera;;;;Latn;;
6014;sak;Sake;Sake language;regular;bnt-kel;Kele;;;;Latn;;
6015;sal-pro;Proto-Salish;Proto-Salish language;reconstructed;sal;Salishan;;;exceptional;Latn;;
6016;sam;Samaritan Aramaic;Samaritan Aramaic language;regular;sem-arw;Western Aramaic;;autodetect;;Samr;;
6017;sao;Sause;Sause language;regular;paa-tkw;Tor-Kwerba;;;;Latn;;
6018;saq;Samburu;Samburu language;regular;sdv-lma;Lotuko-Maa;;;;;;
6019;sar;Saraveca;Saraveca language;regular;awd;Arawakan;;;;;;
6020;sas;Sasak;Sasak language;regular;poz-mcm;Malayo-Chamic;;;;Latn;;
6021;sat;Santali;Santali language;regular;mun;Munda;;;;Olck;;
6022;sau;Saleman;Saleman language;regular;poz-cet;Central-Eastern Malayo-Polynesian;;;;;;
6023;sav;Saafi-Saafi;Saafi-Saafi language;regular;alv-cng;Cangin;;;;Arab,Latn;;
6024;saw;Sawi;Sawi language;regular;ngf;Trans-New Guinea;;;;Latn;;
6025;sax;Sa;Sa language;regular;poz-vnn;North Vanuatu;;;;Latn;;
6026;say;Saya;Saya language;regular;cdc-wst;West Chadic;;;;Latn;;
6027;saz;Saurashtra;Saurashtra language;regular;inc-wes;Western Indo-Aryan;;;;Saur,Latn,Taml,Deva;;
6028;sba;Ngambay;Ngambay language;regular;csu-sar;Sara;;;;;;
6029;sbb;Simbo;Simbo language;regular;poz-ocw;Western Oceanic;;;;;;
6030;sbc;Gele';Gele' language;regular;poz-aay;Admiralty Islands;;;;Latn;;
6031;sbd;Southern Samo;Southern Samo language;regular;dmn-sam;Samo;;;;Latn;;
6032;sbe;Saliba (New Guinea);Saliba (New Guinea) language;regular;poz-ocw;Western Oceanic;;;;;;
6033;sbf;Shabo;Shabo language;regular;ssa;Nilo-Saharan;;;;Latn;;
6034;sbg;Seget;Seget language;regular;;;;;;;
6035;sbh;Sori-Harengan;Sori-Harengan language;regular;poz-aay;Admiralty Islands;;;;Latn;;
6036;sbi;Seti;Seti language;regular;qfa-tor;Torricelli;;;;Latn;;
6037;sbj;Surbakhal;Surbakhal language;regular;;;;;;;
6038;sbk;Safwa;Safwa language;regular;bnt-mby;Mbeya;;;;Latn;;
6039;sbl;Botolan Sambal;Botolan Sambal language;regular;phi;Philippine;;;;;;
6040;sbm;Sagala;Sagala language;regular;bnt-ruv;Ruvu;;;;Latn;;
6041;sbn;Sindhi Bhil;Sindhi Bhil language;regular;inc-snd;Sindhi;;;;Arab,Deva,Sind,Guru;;
6042;sbo;Sabüm;Sabüm language;regular;mkh-asl;Aslian;;;;;;
6043;sbp;Sangu (Tanzania);Sangu (Tanzania) language;regular;bnt-bki;Bena-Kinga;;;;Latn;;
6044;sbq;Sileibi;Sileibi language;regular;ngf-mad;Madang;;;;;;
6045;sbr;Sembakung Murut;Sembakung Murut language;regular;poz-san;Sabahan;;;;;;
6046;sbs;Subiya;Subiya language;regular;bnt-bot;Botatwe;;;;Latn;;
6047;sbt;Kimki;Kimki language;regular;paa-pau;Pauwasi;;;;;;
6048;sbu;Stod Bhoti;Stod Bhoti language;regular;sit-las;Lahuli-Spiti;;;;;;
6049;sbv;Sabine;Sabine language;regular;itc-sbl;Osco-Umbrian;;;;Latn;;
6050;sbw;Simba;Simba language;regular;bnt-tso;Tsogo;;;;Latn;;
6051;sbx;Seberuang;Seberuang language;regular;poz-mly;Malayic;;;;;;
6052;sby;Soli;Soli language;regular;bnt-bot;Botatwe;;;;Latn;;
6053;sbz;Sara Kaba;Sara Kaba language;regular;csu-kab;Kaba;;;;Latn;;
6054;sc;Sardinian;Sardinian language;regular;roa;Romance;;;;Latn;;
6055;scb;Chut;Chut language;regular;mkh-vie;Vietic;;;;;;
6056;sce;Dongxiang;Dongxiang language;regular;xgn-shr;Shirongolic;;;;Arab,Latn;;
6057;scf;San Miguel Creole French;San Miguel Creole French language;regular;crp;creole or pidgin;sortkey;;;Latn;;
6058;scg;Sanggau;Sanggau language;regular;day;Land Dayak;;;;;;
6059;sch;Sakachep;Sakachep language;regular;tbq-kuk;Kukish;;;;;;
6060;sci;Sri Lankan Creole Malay;Sri Lankan Creole Malay language;regular;crp;creole or pidgin;;;;Latn;;
